bfs_no,month,weekday,packages,mean_age,total_pop,share_0to14,share_15to19,share_20to39,share_40to64,share_65to79,share_above80,share_foreigners,share_catholics,share_other_relig,share_protestants,unemployment_rate,taxpower,share_tertiary,firms,E,N,distance_to_nearest_city
3201,January,DI,403,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,January,DO,359,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,January,FR,357,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,January,MI,346,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,January,MO,230,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,January,SA,53,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,DI,361,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,DO,331,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,FR,280,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,MI,338,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,MO,249,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,February,SA,59,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,DI,531,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,DO,404,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,FR,320,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,MI,375,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,MO,350,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,March,SA,56,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,DI,538,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,DO,550,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,FR,371,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,MI,615,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,MO,267,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,April,SA,265,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,DI,421,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,DO,370,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,FR,585,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,MI,471,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,MO,272,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,May,SA,145,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,DI,494,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,DO,420,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,FR,376,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,MI,452,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,MO,255,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,June,SA,78,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,DI,325,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,DO,397,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,FR,395,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,MI,505,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,MO,211,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,July,SA,57,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,DI,378,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,DO,362,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,FR,277,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,MI,360,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,MO,302,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,August,SA,62,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,DI,472,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,DO,339,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,FR,308,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,MI,451,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,MO,216,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,September,SA,62,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,DI,451,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,DO,513,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,FR,498,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,MI,465,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,MO,280,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,October,SA,114,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,DI,457,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,DO,504,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,FR,478,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,MI,532,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,MO,346,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,November,SA,209,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,DI,665,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,DO,758,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,FR,493,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,MI,760,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,MO,168,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3201,December,SA,473,39.0,1389.0,20.9,5.1,26.1,33.8,9.4,4.8,8.4,57.0,21.7,21.2,0.8,90.9,59.9,106.0,9.354106581463435,47.49658779263809,8.133982499168567
3202,January,DI,296,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,January,DO,280,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,January,FR,326,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,January,MI,247,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,January,MO,178,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,January,SA,65,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,DI,266,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,DO,230,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,FR,236,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,MI,261,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,MO,142,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,February,SA,40,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,DI,344,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,DO,272,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,FR,258,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,MI,227,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,MO,244,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,March,SA,40,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,DI,421,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,DO,470,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,FR,311,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,MI,495,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,MO,255,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,April,SA,178,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,DI,311,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,DO,264,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,FR,383,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,MI,331,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,MO,208,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,May,SA,88,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,DI,349,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,DO,326,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,FR,257,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,MI,344,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,MO,160,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,June,SA,68,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,DI,280,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,DO,342,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,FR,295,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,MI,342,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,MO,161,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,July,SA,62,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,DI,249,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,DO,262,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,FR,254,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,MI,300,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,MO,237,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,August,SA,59,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,DI,312,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,DO,255,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,FR,263,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,MI,388,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,MO,169,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,September,SA,53,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,DI,311,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,DO,407,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,FR,364,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,MI,305,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,MO,195,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,October,SA,75,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,DI,380,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,DO,366,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,FR,340,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,MI,360,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,MO,311,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,November,SA,127,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,December,DI,495,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
3202,December,DO,514,39.7,1224.0,18.3,5.5,26.9,34.5,10.9,3.9,8.1,58.3,19.4,22.3,0.9,83.5,45.4,126.0,9.323787431395068,47.52141395771278,11.250692107851505
