bfs_no,month,weekday,packages,mean_age,total_pop,share_0to14,share_15to19,share_20to39,share_40to64,share_65to79,share_above80,share_foreigners,share_catholics,share_other_relig,share_protestants,unemployment_rate,taxpower,share_tertiary,firms,E,N,distance_to_nearest_city
3218,September,MO,413,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,September,SA,94,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,DI,707,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,DO,643,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,FR,754,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,MI,692,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,MO,443,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,October,SA,176,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,DI,1047,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,DO,792,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,FR,736,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,MI,792,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,MO,550,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,November,SA,226,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,DI,862,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,DO,1012,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,FR,893,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,MI,1123,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,MO,303,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3218,December,SA,502,40.8,1585.0,19.1,4.1,26.1,32.8,13.4,4.5,13.2,45.5,33.4,21.1,1.3,128.5,,,9.453790787869416,47.48474291858882,9.686639570598034
3219,January,DI,376,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,January,DO,331,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,January,FR,283,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,January,MI,385,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,January,MO,216,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,January,SA,112,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,DI,374,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,DO,323,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,FR,357,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,MI,391,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,MO,247,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,February,SA,96,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,DI,423,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,DO,366,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,FR,296,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,MI,471,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,MO,290,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,March,SA,85,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,DI,331,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,DO,447,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,FR,301,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,MI,382,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,MO,158,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,April,SA,78,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,DI,341,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,DO,254,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,FR,309,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,MI,355,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,MO,225,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,May,SA,91,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,DI,431,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,DO,329,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,FR,274,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,MI,455,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,MO,174,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,June,SA,66,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,DI,283,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,DO,331,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,FR,334,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,MI,284,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,MO,160,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,July,SA,69,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,DI,335,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,DO,294,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,FR,247,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,MI,282,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,MO,238,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,August,SA,58,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,DI,318,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,DO,343,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,FR,262,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,MI,384,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,MO,189,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,September,SA,44,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,DI,303,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,DO,299,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,FR,355,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,MI,299,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,MO,187,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,October,SA,104,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,DI,456,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,DO,367,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,FR,368,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,MI,339,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,MO,209,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,November,SA,157,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,DI,418,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,DO,532,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,FR,474,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,MI,654,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,MO,130,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3219,December,SA,276,42.1,1032.0,17.1,5.3,20.4,40.9,13.7,2.6,8.2,52.7,23.9,23.4,0.5,100.5,,,9.452835798238064,47.4549240794919,7.668865611811817
3231,January,DI,3696,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,DO,3397,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,FR,3093,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,MI,3829,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,MO,1930,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,SA,820,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,January,SO,5,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,DI,3777,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,DO,3682,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,FR,3453,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,MI,3725,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,MO,2480,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,SA,736,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,February,SO,13,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,DI,4477,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,DO,3607,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,FR,3168,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,MI,4650,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,MO,3065,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,SA,574,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,March,SO,4,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,DI,3263,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,DO,4187,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,FR,3232,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,MI,3561,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,MO,1691,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,SA,614,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,April,SO,6,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,DI,3165,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,DO,2578,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,FR,3216,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,MI,3547,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,MO,2306,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,SA,819,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,May,SO,4,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,DI,4479,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,DO,3410,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,FR,3018,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,MI,4560,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,MO,2165,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,SA,726,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,June,SO,16,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,DI,3016,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,DO,3615,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,FR,3484,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,MI,3058,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,MO,1833,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,SA,864,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,July,SO,11,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,DI,3521,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,DO,2654,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,FR,2637,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,MI,3048,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,MO,2201,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,SA,564,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
3231,August,SO,17,42.4,8044.0,14.8,4.6,28.5,33.6,12.7,5.8,35.9,39.5,47.6,12.9,3.0,109.1,,,9.63378250215058,47.43341360743322,8.623002788742696
