MONAT,WOCHENTAG,PLZ,PRODUKT_GRUPPE,ANZAHL
01/04/2021,MI,9113,ECO,482
01/04/2021,MI,9113,PRI,831
01/04/2021,MO,9113,ECO,219
01/04/2021,MO,9113,PRI,259
01/04/2021,MO,9113,SEM,6
01/04/2021,SA,9113,SEM,9
01/04/2021,SA,9113,PRI,226
01/04/2021,SA,9113,ECO,61
01/04/2021,DI,9114,ECO,20
01/04/2021,DI,9114,PRI,19
01/04/2021,DO,9114,PRI,50
01/04/2021,DO,9114,ECO,25
01/04/2021,FR,9114,PRI,18
01/04/2021,FR,9114,ECO,16
01/04/2021,MI,9114,PRI,41
01/04/2021,MI,9114,ECO,32
01/04/2021,MO,9114,PRI,12
01/04/2021,MO,9114,ECO,14
01/04/2021,SA,9114,PRI,6
01/04/2021,SA,9114,SEM,1
01/04/2021,SA,9114,ECO,3
01/04/2021,DI,9115,PRI,39
01/04/2021,DI,9115,ECO,36
01/04/2021,DO,9115,ECO,62
01/04/2021,DO,9115,PRI,64
01/04/2021,FR,9115,PRI,40
01/04/2021,FR,9115,ECO,42
01/04/2021,MI,9115,ECO,49
01/04/2021,MI,9115,PRI,53
01/04/2021,MI,9115,SEM,1
01/04/2021,MO,9115,ECO,16
01/04/2021,MO,9115,PRI,15
01/04/2021,SA,9115,PRI,23
01/04/2021,SA,9115,SEM,1
01/04/2021,SA,9115,ECO,8
01/04/2021,DI,9116,PRI,70
01/04/2021,DI,9116,SEM,1
01/04/2021,DI,9116,ECO,48
01/04/2021,DO,9116,SEM,3
01/04/2021,DO,9116,PRI,136
01/04/2021,DO,9116,ECO,89
01/04/2021,FR,9116,ECO,44
01/04/2021,FR,9116,PRI,66
01/04/2021,FR,9116,SEM,2
01/04/2021,MI,9116,ECO,66
01/04/2021,MI,9116,PRI,106
01/04/2021,MO,9116,ECO,33
01/04/2021,MO,9116,PRI,34
01/04/2021,SA,9116,SEM,2
01/04/2021,SA,9116,PRI,26
01/04/2021,SA,9116,ECO,9
01/04/2021,DI,9122,SEM,3
01/04/2021,DI,9122,ECO,100
01/04/2021,DI,9122,PRI,96
01/04/2021,DO,9122,PRI,158
01/04/2021,DO,9122,SEM,8
01/04/2021,DO,9122,ECO,167
01/04/2021,FR,9122,PRI,120
01/04/2021,FR,9122,ECO,116
01/04/2021,FR,9122,SEM,1
01/04/2021,MI,9122,SEM,3
01/04/2021,MI,9122,PRI,132
01/04/2021,MI,9122,ECO,95
01/04/2021,MO,9122,ECO,60
01/04/2021,MO,9122,PRI,55
01/04/2021,SA,9122,ECO,14
01/04/2021,SA,9122,PRI,28
01/04/2021,SA,9122,SEM,4
01/04/2021,DI,9123,SEM,6
01/04/2021,DI,9123,ECO,19
01/04/2021,DI,9123,PRI,47
01/04/2021,DO,9123,PRI,34
01/04/2021,DO,9123,ECO,38
01/04/2021,FR,9123,ECO,40
01/04/2021,FR,9123,PRI,41
01/04/2021,MI,9123,PRI,37
01/04/2021,MI,9123,ECO,34
01/04/2021,MO,9123,ECO,24
01/04/2021,MO,9123,PRI,12
01/04/2021,SA,9123,ECO,3
01/04/2021,SA,9123,PRI,10
01/04/2021,DI,9125,PRI,133
01/04/2021,DI,9125,ECO,97
01/04/2021,DO,9125,PRI,175
01/04/2021,DO,9125,ECO,196
01/04/2021,FR,9125,PRI,141
01/04/2021,FR,9125,ECO,141
01/04/2021,MI,9125,SEM,6
01/04/2021,MI,9125,ECO,143
01/04/2021,MI,9125,PRI,184
01/04/2021,MO,9125,ECO,84
01/04/2021,MO,9125,PRI,52
01/04/2021,SA,9125,PRI,43
01/04/2021,SA,9125,ECO,12
01/04/2021,SA,9125,SEM,3
01/04/2021,DI,9126,ECO,49
01/04/2021,DI,9126,SEM,2
01/04/2021,DI,9126,PRI,98
01/04/2021,DO,9126,SEM,3
01/04/2021,DO,9126,ECO,106
01/04/2021,DO,9126,PRI,114
01/04/2021,FR,9126,ECO,66
01/04/2021,FR,9126,PRI,58
01/04/2021,MI,9126,ECO,62
01/04/2021,MI,9126,PRI,111
01/04/2021,MI,9126,SEM,2
01/04/2021,MO,9126,PRI,39
01/04/2021,MO,9126,ECO,35
01/04/2021,SA,9126,ECO,6
01/04/2021,SA,9126,SEM,1
01/04/2021,SA,9126,PRI,45
01/04/2021,DI,9127,PRI,109
01/04/2021,DI,9127,SEM,1
01/04/2021,DI,9127,ECO,72
01/04/2021,DO,9127,ECO,100
01/04/2021,DO,9127,PRI,140
01/04/2021,FR,9127,PRI,129
01/04/2021,FR,9127,ECO,64
01/04/2021,FR,9127,SEM,2
01/04/2021,MI,9127,ECO,74
01/04/2021,MI,9127,PRI,115
01/04/2021,MO,9127,PRI,61
01/04/2021,MO,9127,ECO,26
01/04/2021,SA,9127,PRI,16
01/04/2021,SA,9127,ECO,7
01/04/2021,DI,9200,SEM,30
01/04/2021,DI,9200,PRI,3611
01/04/2021,DI,9200,ECO,1640
01/04/2021,DO,9200,PRI,4488
01/04/2021,DO,9200,ECO,2455
01/04/2021,DO,9200,SEM,68
01/04/2021,FR,9200,ECO,1707
01/04/2021,FR,9200,SEM,53
01/04/2021,FR,9200,PRI,3418
01/04/2021,MI,9200,ECO,1930
01/04/2021,MI,9200,SEM,44
01/04/2021,MI,9200,PRI,4058
01/04/2021,MO,9200,SEM,13
01/04/2021,MO,9200,PRI,1505
01/04/2021,MO,9200,ECO,947
01/04/2021,SA,9200,PRI,1061
01/04/2021,SA,9200,SEM,24
01/04/2021,SA,9200,ECO,185
01/04/2021,SO,9200,ECO,4
01/04/2021,SO,9200,PRI,4
01/04/2021,DI,9201,ECO,2
01/04/2021,DI,9201,PRI,4
01/04/2021,DO,9201,PRI,2
01/04/2021,DO,9201,ECO,1
01/04/2021,FR,9201,PRI,2
01/04/2021,FR,9201,ECO,1
01/04/2021,MI,9201,SEM,3
01/04/2021,MI,9201,PRI,5
01/04/2021,MI,9201,ECO,1
01/04/2021,MO,9201,ECO,1
01/04/2021,MO,9201,PRI,4
01/04/2021,DI,9202,PRI,1
01/04/2021,DO,9202,PRI,2
01/04/2021,DI,9203,SEM,6
01/04/2021,DI,9203,ECO,164
01/04/2021,DI,9203,PRI,316
01/04/2021,DO,9203,PRI,402
01/04/2021,DO,9203,ECO,230
01/04/2021,DO,9203,SEM,3
01/04/2021,FR,9203,ECO,191
01/04/2021,FR,9203,SEM,1
01/04/2021,FR,9203,PRI,289
01/04/2021,MI,9203,ECO,242
01/04/2021,MI,9203,PRI,347
01/04/2021,MI,9203,SEM,7
01/04/2021,MO,9203,PRI,152
01/04/2021,MO,9203,ECO,98
01/04/2021,SA,9203,ECO,6
01/04/2021,SA,9203,PRI,84
01/04/2021,SA,9203,SEM,3
01/04/2021,DI,9204,PRI,375
01/04/2021,DI,9204,ECO,216
01/04/2021,DI,9204,SEM,2
01/04/2021,DO,9204,PRI,527
01/04/2021,DO,9204,ECO,328
01/04/2021,DO,9204,SEM,7
01/04/2021,FR,9204,SEM,6
01/04/2021,FR,9204,ECO,257
01/04/2021,FR,9204,PRI,388
01/04/2021,MI,9204,PRI,524
01/04/2021,MI,9204,SEM,2
01/04/2021,MI,9204,ECO,274
01/04/2021,MO,9204,PRI,186
01/04/2021,MO,9204,ECO,129
01/04/2021,SA,9204,ECO,73
01/04/2021,SA,9204,PRI,154
01/04/2021,SA,9204,SEM,9
01/04/2021,DI,9205,SEM,10
01/04/2021,DI,9205,PRI,502
01/04/2021,DI,9205,ECO,230
01/04/2021,DO,9205,ECO,451
01/04/2021,DO,9205,SEM,6
01/04/2021,DO,9205,PRI,655
01/04/2021,FR,9205,SEM,7
01/04/2021,FR,9205,PRI,466
01/04/2021,FR,9205,ECO,277
01/04/2021,MI,9205,SEM,5
01/04/2021,MI,9205,ECO,318
01/04/2021,MI,9205,PRI,541
01/04/2021,MO,9205,ECO,161
01/04/2021,MO,9205,PRI,216
01/04/2021,SA,9205,PRI,190
01/04/2021,SA,9205,ECO,60
01/04/2021,SA,9205,SEM,8
01/04/2021,DI,9212,PRI,277
01/04/2021,DI,9212,ECO,179
01/04/2021,DI,9212,SEM,14
01/04/2021,DO,9212,PRI,418
01/04/2021,DO,9212,ECO,286
01/04/2021,DO,9212,SEM,19
01/04/2021,FR,9212,ECO,185
01/04/2021,FR,9212,PRI,296
01/04/2021,FR,9212,SEM,16
01/04/2021,MI,9212,SEM,5
01/04/2021,MI,9212,ECO,207
01/04/2021,MI,9212,PRI,378
01/04/2021,MO,9212,ECO,86
01/04/2021,MO,9212,PRI,118
01/04/2021,SA,9212,PRI,138
01/04/2021,SA,9212,ECO,37
01/04/2021,SA,9212,SEM,1
01/04/2021,DI,9213,SEM,1
01/04/2021,DI,9213,ECO,148
01/04/2021,DI,9213,PRI,294
01/04/2021,DO,9213,ECO,220
01/04/2021,DO,9213,PRI,326
01/04/2021,DO,9213,SEM,6
01/04/2021,FR,9213,PRI,233
01/04/2021,FR,9213,ECO,160
01/04/2021,FR,9213,SEM,7
01/04/2021,MI,9213,ECO,188
01/04/2021,MI,9213,SEM,2
01/04/2021,MI,9213,PRI,298
01/04/2021,MO,9213,PRI,79
01/04/2021,MO,9213,ECO,97
01/04/2021,MO,9213,SEM,4
01/04/2021,SA,9213,ECO,17
01/04/2021,SA,9213,PRI,97
01/04/2021,SA,9213,SEM,4
01/04/2021,DI,9214,ECO,141
01/04/2021,DI,9214,PRI,270
01/04/2021,DI,9214,SEM,8
01/04/2021,DO,9214,ECO,204
01/04/2021,DO,9214,SEM,2
01/04/2021,DO,9214,PRI,353
01/04/2021,FR,9214,ECO,174
01/04/2021,FR,9214,SEM,6
01/04/2021,FR,9214,PRI,259
01/04/2021,MI,9214,ECO,154
01/04/2021,MI,9214,PRI,284
01/04/2021,MI,9214,SEM,3
01/04/2021,MO,9214,PRI,115
01/04/2021,MO,9214,ECO,109
01/04/2021,SA,9214,PRI,62
01/04/2021,SA,9214,SEM,3
01/04/2021,DI,9215,ECO,196
01/04/2021,DI,9215,SEM,3
01/04/2021,DI,9215,PRI,302
01/04/2021,DO,9215,SEM,2
01/04/2021,DO,9215,PRI,406
01/04/2021,DO,9215,ECO,231
01/04/2021,FR,9215,SEM,4
01/04/2021,FR,9215,PRI,271
01/04/2021,FR,9215,ECO,209
01/04/2021,MI,9215,ECO,221
01/04/2021,MI,9215,PRI,369
01/04/2021,MI,9215,SEM,7
01/04/2021,MO,9215,ECO,133
01/04/2021,MO,9215,PRI,128
01/04/2021,SA,9215,PRI,118
01/04/2021,SA,9215,SEM,2
01/04/2021,SA,9215,ECO,14
01/04/2021,DI,9216,SEM,3
01/04/2021,DI,9216,ECO,67
01/04/2021,DI,9216,PRI,112
01/04/2021,DO,9216,ECO,117
01/04/2021,DO,9216,SEM,2
01/04/2021,DO,9216,PRI,151
01/04/2021,FR,9216,PRI,113
01/04/2021,FR,9216,SEM,2
01/04/2021,FR,9216,ECO,74
01/04/2021,MI,9216,ECO,86
01/04/2021,MI,9216,SEM,2
01/04/2021,MI,9216,PRI,129
01/04/2021,MO,9216,PRI,27
01/04/2021,MO,9216,ECO,44
01/04/2021,SA,9216,PRI,36
01/04/2021,SA,9216,ECO,9
01/04/2021,SA,9216,SEM,2
01/04/2021,DI,9217,SEM,4
01/04/2021,DI,9217,ECO,74
01/04/2021,DI,9217,PRI,90
01/04/2021,DO,9217,ECO,99
01/04/2021,DO,9217,SEM,10
01/04/2021,DO,9217,PRI,149
01/04/2021,FR,9217,ECO,58
01/04/2021,FR,9217,PRI,101
01/04/2021,FR,9217,SEM,8
01/04/2021,MI,9217,PRI,100
01/04/2021,MI,9217,SEM,7
01/04/2021,MI,9217,ECO,62
01/04/2021,MO,9217,ECO,39
01/04/2021,MO,9217,SEM,1
01/04/2021,MO,9217,PRI,36
01/04/2021,SA,9217,SEM,6
01/04/2021,SA,9217,PRI,24
01/04/2021,SA,9217,ECO,3
01/04/2021,DI,9220,ECO,617
01/04/2021,DI,9220,PRI,1229
01/04/2021,DI,9220,SEM,19
01/04/2021,DO,9220,ECO,912
01/04/2021,DO,9220,PRI,1564
01/04/2021,DO,9220,SEM,28
01/04/2021,FR,9220,PRI,1185
01/04/2021,FR,9220,ECO,666
01/04/2021,FR,9220,SEM,28
01/04/2021,MI,9220,SEM,19
01/04/2021,MI,9220,PRI,1394
01/04/2021,MI,9220,ECO,712
01/04/2021,MO,9220,PRI,457
01/04/2021,MO,9220,ECO,360
01/04/2021,MO,9220,SEM,11
01/04/2021,SA,9220,SEM,12
01/04/2021,SA,9220,ECO,54
01/04/2021,SA,9220,PRI,367
01/04/2021,DI,9223,ECO,59
01/04/2021,DI,9223,PRI,109
01/04/2021,DO,9223,PRI,89
01/04/2021,DO,9223,ECO,83
01/04/2021,FR,9223,ECO,65
01/04/2021,FR,9223,PRI,77
01/04/2021,MI,9223,PRI,126
01/04/2021,MI,9223,ECO,63
01/04/2021,MO,9223,ECO,28
01/04/2021,MO,9223,SEM,1
01/04/2021,MO,9223,PRI,40
01/04/2021,SA,9223,PRI,31
01/04/2021,SA,9223,ECO,4
01/04/2021,DI,9225,PRI,124
01/04/2021,DI,9225,ECO,67
01/04/2021,DI,9225,SEM,1
01/04/2021,DO,9225,ECO,141
01/04/2021,DO,9225,PRI,136
01/04/2021,DO,9225,SEM,2
01/04/2021,FR,9225,PRI,77
01/04/2021,FR,9225,ECO,107
01/04/2021,FR,9225,SEM,6
01/04/2021,MI,9225,ECO,106
01/04/2021,MI,9225,SEM,1
01/04/2021,MI,9225,PRI,117
01/04/2021,MO,9225,ECO,48
01/04/2021,MO,9225,PRI,40
01/04/2021,SA,9225,ECO,9
01/04/2021,SA,9225,PRI,28
01/04/2021,SA,9225,SEM,2
01/04/2021,DI,9230,SEM,22
01/04/2021,DI,9230,ECO,1017
01/04/2021,DI,9230,PRI,2327
01/04/2021,DO,9230,ECO,1406
01/04/2021,DO,9230,PRI,2662
01/04/2021,DO,9230,SEM,37
01/04/2021,FR,9230,ECO,1071
01/04/2021,FR,9230,PRI,2028
01/04/2021,FR,9230,SEM,25
01/04/2021,MI,9230,ECO,1198
01/04/2021,MI,9230,PRI,2336
01/04/2021,MI,9230,SEM,26
01/04/2021,MO,9230,SEM,7
01/04/2021,MO,9230,PRI,913
01/04/2021,MO,9230,ECO,661
01/04/2021,SA,9230,PRI,573
01/04/2021,SA,9230,ECO,16
01/04/2021,SA,9230,SEM,32
01/04/2021,DI,9231,ECO,25
01/04/2021,DI,9231,PRI,23
01/04/2021,DO,9231,PRI,26
01/04/2021,DO,9231,ECO,27
01/04/2021,FR,9231,PRI,25
01/04/2021,FR,9231,ECO,8
01/04/2021,MI,9231,ECO,17
01/04/2021,MI,9231,PRI,34
01/04/2021,MO,9231,PRI,22
01/04/2021,MO,9231,ECO,5
01/04/2021,SA,9231,ECO,2
01/04/2021,SA,9231,PRI,1
01/04/2021,DI,9240,ECO,486
01/04/2021,DI,9240,PRI,1113
01/04/2021,DI,9240,SEM,18
01/04/2021,DO,9240,SEM,26
01/04/2021,DO,9240,PRI,1481
01/04/2021,DO,9240,ECO,750
01/04/2021,FR,9240,PRI,1021
01/04/2021,FR,9240,ECO,555
01/04/2021,FR,9240,SEM,21
01/04/2021,MI,9240,SEM,10
01/04/2021,MI,9240,ECO,601
01/04/2021,MI,9240,PRI,1240
01/04/2021,MO,9240,SEM,3
01/04/2021,MO,9240,ECO,307
01/04/2021,MO,9240,PRI,522
01/04/2021,SA,9240,SEM,10
01/04/2021,SA,9240,PRI,367
01/04/2021,SA,9240,ECO,58
01/04/2021,DI,9242,SEM,4
01/04/2021,DI,9242,PRI,960
01/04/2021,DI,9242,ECO,489
01/04/2021,DO,9242,ECO,762
01/04/2021,DO,9242,SEM,25
01/04/2021,DO,9242,PRI,1233
01/04/2021,FR,9242,ECO,559
01/04/2021,FR,9242,SEM,10
01/04/2021,FR,9242,PRI,910
01/04/2021,MI,9242,PRI,1065
01/04/2021,MI,9242,ECO,642
01/04/2021,MI,9242,SEM,7
01/04/2021,MO,9242,ECO,265
01/04/2021,MO,9242,SEM,1
01/04/2021,MO,9242,PRI,336
01/04/2021,SA,9242,ECO,54
01/04/2021,SA,9242,PRI,336
01/04/2021,SA,9242,SEM,6
01/04/2021,DI,9243,ECO,222
01/04/2021,DI,9243,SEM,3
01/04/2021,DI,9243,PRI,344
01/04/2021,DO,9243,SEM,6
01/04/2021,DO,9243,PRI,411
01/04/2021,DO,9243,ECO,280
01/04/2021,FR,9243,ECO,190
01/04/2021,FR,9243,SEM,1
01/04/2021,FR,9243,PRI,279
01/04/2021,MI,9243,PRI,360
01/04/2021,MI,9243,ECO,236
01/04/2021,MI,9243,SEM,1
01/04/2021,MO,9243,PRI,137
01/04/2021,MO,9243,SEM,1
01/04/2021,MO,9243,ECO,108
01/04/2021,SA,9243,ECO,26
01/04/2021,SA,9243,SEM,8
01/04/2021,SA,9243,PRI,129
01/04/2021,DI,9244,SEM,13
01/04/2021,DI,9244,ECO,520
01/04/2021,DI,9244,PRI,1079
01/04/2021,DO,9244,ECO,740
01/04/2021,DO,9244,SEM,13
01/04/2021,DO,9244,PRI,1330
01/04/2021,FR,9244,PRI,1040
01/04/2021,FR,9244,SEM,4
01/04/2021,FR,9244,ECO,618
01/04/2021,MI,9244,PRI,1223
01/04/2021,MI,9244,ECO,575
01/04/2021,MI,9244,SEM,11
01/04/2021,MO,9244,PRI,362
01/04/2021,MO,9244,ECO,293
01/04/2021,MO,9244,SEM,1
01/04/2021,SA,9244,PRI,429
01/04/2021,SA,9244,SEM,13
01/04/2021,SA,9244,ECO,56
01/04/2021,DI,9245,SEM,8
01/04/2021,DI,9245,ECO,452
01/04/2021,DI,9245,PRI,1051
01/04/2021,DO,9245,PRI,1504
01/04/2021,DO,9245,ECO,718
01/04/2021,DO,9245,SEM,13
01/04/2021,FR,9245,ECO,493
01/04/2021,FR,9245,PRI,1088
01/04/2021,FR,9245,SEM,9
01/04/2021,MI,9245,SEM,19
01/04/2021,MI,9245,PRI,1207
01/04/2021,MI,9245,ECO,554
01/04/2021,MO,9245,PRI,651
01/04/2021,MO,9245,ECO,272
01/04/2021,MO,9245,SEM,8
01/04/2021,SA,9245,SEM,5
01/04/2021,SA,9245,ECO,42
01/04/2021,SA,9245,PRI,219
01/04/2021,DI,9246,PRI,255
01/04/2021,DI,9246,ECO,157
01/04/2021,DI,9246,SEM,5
01/04/2021,DO,9246,PRI,311
01/04/2021,DO,9246,ECO,220
01/04/2021,DO,9246,SEM,2
01/04/2021,FR,9246,PRI,230
01/04/2021,FR,9246,ECO,149
01/04/2021,FR,9246,SEM,2
01/04/2021,MI,9246,PRI,265
01/04/2021,MI,9246,SEM,1
01/04/2021,MI,9246,ECO,187
01/04/2021,MO,9246,ECO,79
01/04/2021,MO,9246,PRI,98
01/04/2021,SA,9246,ECO,20
01/04/2021,SA,9246,PRI,98
01/04/2021,SA,9246,SEM,4
01/04/2021,DI,9247,SEM,3
01/04/2021,DI,9247,ECO,191
01/04/2021,DI,9247,PRI,379
01/04/2021,DO,9247,PRI,452
01/04/2021,DO,9247,ECO,294
01/04/2021,DO,9247,SEM,5
01/04/2021,FR,9247,ECO,199
01/04/2021,FR,9247,PRI,321
01/04/2021,FR,9247,SEM,4
01/04/2021,MI,9247,PRI,414
01/04/2021,MI,9247,SEM,3
01/04/2021,MI,9247,ECO,226
01/04/2021,MO,9247,PRI,120
01/04/2021,MO,9247,ECO,121
01/04/2021,SA,9247,ECO,13
01/04/2021,SA,9247,PRI,106
01/04/2021,DI,9248,PRI,215
01/04/2021,DI,9248,ECO,113
01/04/2021,DO,9248,SEM,4
01/04/2021,DO,9248,ECO,185
01/04/2021,DO,9248,PRI,241
01/04/2021,FR,9248,PRI,173
01/04/2021,FR,9248,ECO,141
01/04/2021,FR,9248,SEM,1
01/04/2021,MI,9248,ECO,156
01/04/2021,MI,9248,PRI,209
01/04/2021,MI,9248,SEM,3
01/04/2021,MO,9248,PRI,65
01/04/2021,MO,9248,ECO,62
01/04/2021,SA,9248,ECO,14
01/04/2021,SA,9248,PRI,90
01/04/2021,SA,9248,SEM,8
01/04/2021,DI,9249,SEM,2
01/04/2021,DI,9249,PRI,157
01/04/2021,DI,9249,ECO,129
01/04/2021,DO,9249,PRI,204
01/04/2021,DO,9249,SEM,1
01/04/2021,DO,9249,ECO,143
01/04/2021,FR,9249,ECO,116
01/04/2021,FR,9249,SEM,2
01/04/2021,FR,9249,PRI,129
01/04/2021,MI,9249,ECO,144
01/04/2021,MI,9249,SEM,3
01/04/2021,MI,9249,PRI,195
01/04/2021,MO,9249,ECO,44
01/04/2021,MO,9249,PRI,69
01/04/2021,SA,9249,ECO,12
01/04/2021,SA,9249,PRI,56
01/04/2021,SA,9249,SEM,2
01/04/2021,DO,9262,ECO,1
01/04/2021,DI,9294,PRI,1
01/04/2021,DI,9300,ECO,1227
01/04/2021,DI,9300,PRI,1728
01/04/2021,DI,9300,SEM,14
01/04/2021,DO,9300,ECO,1645
01/04/2021,DO,9300,PRI,2369
01/04/2021,DO,9300,SEM,31
01/04/2021,FR,9300,ECO,1233
01/04/2021,FR,9300,PRI,1761
01/04/2021,FR,9300,SEM,44
01/04/2021,MI,9300,PRI,1991
01/04/2021,MI,9300,SEM,17
01/04/2021,MI,9300,ECO,1453
01/04/2021,MO,9300,PRI,686
01/04/2021,MO,9300,ECO,717
01/04/2021,MO,9300,SEM,7
01/04/2021,SA,9300,SEM,18
01/04/2021,SA,9300,PRI,635
01/04/2021,SA,9300,ECO,99
01/04/2021,MI,9301,PRI,1
01/04/2021,FR,9303,PRI,2
01/04/2021,DI,9304,ECO,98
01/04/2021,DI,9304,SEM,1
01/04/2021,DI,9304,PRI,140
01/04/2021,DO,9304,ECO,146
01/04/2021,DO,9304,PRI,212
01/04/2021,DO,9304,SEM,4
01/04/2021,FR,9304,ECO,113
01/04/2021,FR,9304,PRI,155
01/04/2021,FR,9304,SEM,1
01/04/2021,MI,9304,PRI,193
01/04/2021,MI,9304,ECO,114
01/04/2021,MO,9304,PRI,59
01/04/2021,MO,9304,ECO,64
01/04/2021,SA,9304,SEM,1
01/04/2021,SA,9304,PRI,56
01/04/2021,SA,9304,ECO,14
01/04/2021,DI,9305,SEM,1
01/04/2021,DI,9305,PRI,135
01/04/2021,DI,9305,ECO,61
01/04/2021,DO,9305,ECO,117
01/04/2021,DO,9305,SEM,3
01/04/2021,DO,9305,PRI,173
01/04/2021,FR,9305,ECO,85
01/04/2021,FR,9305,PRI,104
01/04/2021,MI,9305,ECO,105
01/04/2021,MI,9305,PRI,112
01/04/2021,MO,9305,ECO,53
01/04/2021,MO,9305,PRI,37
01/04/2021,SA,9305,SEM,1
01/04/2021,SA,9305,PRI,55
01/04/2021,SA,9305,ECO,8
01/04/2021,DI,9306,ECO,173
01/04/2021,DI,9306,PRI,306
01/04/2021,DO,9306,SEM,2
01/04/2021,DO,9306,ECO,274
01/04/2021,DO,9306,PRI,411
01/04/2021,FR,9306,PRI,278
01/04/2021,FR,9306,SEM,2
01/04/2021,FR,9306,ECO,204
01/04/2021,MI,9306,ECO,232
01/04/2021,MI,9306,PRI,319
01/04/2021,MI,9306,SEM,1
01/04/2021,MO,9306,PRI,102
01/04/2021,MO,9306,SEM,1
01/04/2021,MO,9306,ECO,105
01/04/2021,SA,9306,ECO,12
01/04/2021,SA,9306,PRI,101
01/04/2021,SA,9306,SEM,9
01/04/2021,DI,9308,ECO,55
01/04/2021,DI,9308,PRI,98
01/04/2021,DI,9308,SEM,2
01/04/2021,DO,9308,SEM,4
01/04/2021,DO,9308,PRI,136
01/04/2021,DO,9308,ECO,85
01/04/2021,FR,9308,PRI,99
01/04/2021,FR,9308,ECO,67
01/04/2021,FR,9308,SEM,2
01/04/2021,MI,9308,PRI,118
01/04/2021,MI,9308,ECO,70
01/04/2021,MO,9308,PRI,65
01/04/2021,MO,9308,ECO,32
01/04/2021,SA,9308,PRI,35
01/04/2021,SA,9308,ECO,4
01/04/2021,SA,9308,SEM,2
01/04/2021,DI,9312,PRI,147
01/04/2021,DI,9312,SEM,1
01/04/2021,DI,9312,ECO,81
01/04/2021,DO,9312,SEM,1
01/04/2021,DO,9312,PRI,182
01/04/2021,DO,9312,ECO,146
01/04/2021,FR,9312,ECO,88
01/04/2021,FR,9312,SEM,1
01/04/2021,FR,9312,PRI,114
01/04/2021,MI,9312,PRI,145
01/04/2021,MI,9312,SEM,3
01/04/2021,MI,9312,ECO,114
01/04/2021,MO,9312,ECO,50
01/04/2021,MO,9312,PRI,60
01/04/2021,SA,9312,SEM,2
01/04/2021,SA,9312,ECO,21
01/04/2021,SA,9312,PRI,48
01/04/2021,DI,9313,ECO,140
01/04/2021,DI,9313,PRI,229
01/04/2021,DI,9313,SEM,1
01/04/2021,DO,9313,ECO,185
01/04/2021,DO,9313,SEM,2
01/04/2021,DO,9313,PRI,256
01/04/2021,FR,9313,PRI,204
01/04/2021,FR,9313,SEM,3
01/04/2021,FR,9313,ECO,132
01/04/2021,MI,9313,SEM,1
01/04/2021,MI,9313,ECO,142
01/04/2021,MI,9313,PRI,233
01/04/2021,MO,9313,ECO,81
01/04/2021,MO,9313,PRI,79
01/04/2021,SA,9313,SEM,1
01/04/2021,SA,9313,ECO,3
01/04/2021,SA,9313,PRI,42
01/04/2021,DI,9314,SEM,2
01/04/2021,DI,9314,ECO,73
01/04/2021,DI,9314,PRI,114
01/04/2021,DO,9314,PRI,168
01/04/2021,DO,9314,ECO,109
01/04/2021,DO,9314,SEM,1
01/04/2021,FR,9314,PRI,97
01/04/2021,FR,9314,SEM,2
01/04/2021,FR,9314,ECO,76
01/04/2021,MI,9314,ECO,71
01/04/2021,MI,9314,PRI,120
01/04/2021,MI,9314,SEM,3
01/04/2021,MO,9314,ECO,55
01/04/2021,MO,9314,PRI,54
01/04/2021,SA,9314,ECO,4
01/04/2021,SA,9314,SEM,3
01/04/2021,SA,9314,PRI,26
01/04/2021,DI,9315,PRI,403
01/04/2021,DI,9315,SEM,4
01/04/2021,DI,9315,ECO,246
01/04/2021,DO,9315,PRI,480
01/04/2021,DO,9315,ECO,360
01/04/2021,DO,9315,SEM,3
01/04/2021,FR,9315,SEM,15
01/04/2021,FR,9315,PRI,317
01/04/2021,FR,9315,ECO,251
01/04/2021,MI,9315,SEM,5
01/04/2021,MI,9315,PRI,425
01/04/2021,MI,9315,ECO,302
01/04/2021,MO,9315,PRI,189
01/04/2021,MO,9315,ECO,136
01/04/2021,SA,9315,SEM,6
01/04/2021,SA,9315,ECO,11
01/04/2021,SA,9315,PRI,118
01/04/2021,DI,9320,ECO,1570
01/04/2021,DI,9320,SEM,24
01/04/2021,DI,9320,PRI,2998
01/04/2021,DO,9320,ECO,2364
01/04/2021,DO,9320,PRI,3914
01/04/2021,DO,9320,SEM,67
01/04/2021,FR,9320,SEM,46
01/04/2021,FR,9320,ECO,1742
01/04/2021,FR,9320,PRI,2946
01/04/2021,MI,9320,SEM,31
01/04/2021,MI,9320,PRI,3324
01/04/2021,MI,9320,ECO,1883
01/04/2021,MO,9320,ECO,923
01/04/2021,MO,9320,PRI,1364
01/04/2021,MO,9320,SEM,5
01/04/2021,SA,9320,SEM,54
01/04/2021,SA,9320,ECO,168
01/04/2021,SA,9320,PRI,979
01/04/2021,SO,9320,ECO,1
01/04/2021,SO,9320,PRI,9
01/04/2021,DI,9322,PRI,386
01/04/2021,DI,9322,SEM,7
01/04/2021,DI,9322,ECO,245
01/04/2021,DO,9322,SEM,7
01/04/2021,DO,9322,ECO,331
01/04/2021,DO,9322,PRI,509
01/04/2021,FR,9322,ECO,284
01/04/2021,FR,9322,SEM,6
01/04/2021,FR,9322,PRI,352
01/04/2021,MI,9322,ECO,281
01/04/2021,MI,9322,PRI,471
