MONAT,WOCHENTAG,PLZ,PRODUKT_GRUPPE,ANZAHL
01/02/2020,MO,9479,ECO,72
01/02/2020,MO,9479,PRI,30
01/02/2020,MO,9479,SEM,1
01/02/2020,SA,9479,PRI,38
01/02/2020,SA,9479,SEM,2
01/02/2020,SA,9479,ECO,2
01/02/2020,DI,9485,PRI,195
01/02/2020,DI,9485,ECO,78
01/02/2020,DI,9485,SEM,15
01/02/2020,DO,9485,SEM,9
01/02/2020,DO,9485,PRI,192
01/02/2020,DO,9485,ECO,100
01/02/2020,FR,9485,PRI,169
01/02/2020,FR,9485,SEM,13
01/02/2020,FR,9485,ECO,85
01/02/2020,MI,9485,SEM,14
01/02/2020,MI,9485,PRI,208
01/02/2020,MI,9485,ECO,93
01/02/2020,MO,9485,PRI,96
01/02/2020,MO,9485,ECO,82
01/02/2020,MO,9485,SEM,2
01/02/2020,SA,9485,ECO,1
01/02/2020,SA,9485,PRI,54
01/02/2020,SA,9485,SEM,7
01/02/2020,DI,9486,ECO,51
01/02/2020,DI,9486,PRI,199
01/02/2020,DI,9486,SEM,3
01/02/2020,DO,9486,SEM,2
01/02/2020,DO,9486,PRI,201
01/02/2020,DO,9486,ECO,66
01/02/2020,FR,9486,ECO,61
01/02/2020,FR,9486,SEM,14
01/02/2020,FR,9486,PRI,167
01/02/2020,MI,9486,ECO,67
01/02/2020,MI,9486,PRI,190
01/02/2020,MI,9486,SEM,4
01/02/2020,MO,9486,SEM,2
01/02/2020,MO,9486,PRI,115
01/02/2020,MO,9486,ECO,51
01/02/2020,SA,9486,ECO,1
01/02/2020,SA,9486,PRI,23
01/02/2020,SO,9486,ECO,1
01/02/2020,SO,9486,PRI,4
01/02/2020,DI,9487,PRI,349
01/02/2020,DI,9487,ECO,107
01/02/2020,DI,9487,SEM,10
01/02/2020,DO,9487,PRI,324
01/02/2020,DO,9487,ECO,148
01/02/2020,DO,9487,SEM,9
01/02/2020,FR,9487,ECO,149
01/02/2020,FR,9487,PRI,325
01/02/2020,FR,9487,SEM,4
01/02/2020,MI,9487,PRI,395
01/02/2020,MI,9487,SEM,7
01/02/2020,MI,9487,ECO,151
01/02/2020,MO,9487,ECO,130
01/02/2020,MO,9487,SEM,1
01/02/2020,MO,9487,PRI,228
01/02/2020,SA,9487,ECO,6
01/02/2020,SA,9487,PRI,78
01/02/2020,SA,9487,SEM,14
01/02/2020,DI,9488,PRI,129
01/02/2020,DI,9488,ECO,48
01/02/2020,DI,9488,SEM,1
01/02/2020,DO,9488,PRI,103
01/02/2020,DO,9488,ECO,69
01/02/2020,FR,9488,PRI,101
01/02/2020,FR,9488,ECO,60
01/02/2020,FR,9488,SEM,2
01/02/2020,MI,9488,ECO,73
01/02/2020,MI,9488,PRI,80
01/02/2020,MO,9488,PRI,45
01/02/2020,MO,9488,ECO,56
01/02/2020,SA,9488,PRI,43
01/02/2020,SA,9488,SEM,3
01/02/2020,DI,9489,PRI,31
01/02/2020,DI,9489,ECO,453
01/02/2020,DO,9489,PRI,21
01/02/2020,DO,9489,ECO,336
01/02/2020,FR,9489,ECO,335
01/02/2020,FR,9489,PRI,33
01/02/2020,MI,9489,PRI,23
01/02/2020,MI,9489,ECO,406
01/02/2020,MO,9489,PRI,28
01/02/2020,MO,9489,ECO,357
01/02/2020,DI,9490,PRI,1370
01/02/2020,DI,9490,SEM,20
01/02/2020,DI,9490,ECO,535
01/02/2020,DO,9490,ECO,566
01/02/2020,DO,9490,SEM,42
01/02/2020,DO,9490,PRI,1358
01/02/2020,FR,9490,PRI,1326
01/02/2020,FR,9490,ECO,596
01/02/2020,FR,9490,SEM,40
01/02/2020,MI,9490,ECO,612
01/02/2020,MI,9490,SEM,29
01/02/2020,MI,9490,PRI,1405
01/02/2020,MO,9490,PRI,893
01/02/2020,MO,9490,SEM,24
01/02/2020,MO,9490,ECO,513
01/02/2020,SA,9490,SEM,15
01/02/2020,SA,9490,PRI,227
01/02/2020,SA,9490,ECO,8
01/02/2020,DI,9491,SEM,10
01/02/2020,DI,9491,ECO,162
01/02/2020,DI,9491,PRI,402
01/02/2020,DO,9491,ECO,212
01/02/2020,DO,9491,PRI,413
01/02/2020,DO,9491,SEM,8
01/02/2020,FR,9491,SEM,11
01/02/2020,FR,9491,ECO,187
01/02/2020,FR,9491,PRI,362
01/02/2020,MI,9491,PRI,388
01/02/2020,MI,9491,SEM,10
01/02/2020,MI,9491,ECO,196
01/02/2020,MO,9491,ECO,178
01/02/2020,MO,9491,SEM,5
01/02/2020,MO,9491,PRI,273
01/02/2020,SA,9491,SEM,2
01/02/2020,SA,9491,PRI,96
01/02/2020,SA,9491,ECO,4
01/02/2020,DI,9492,PRI,522
01/02/2020,DI,9492,ECO,182
01/02/2020,DI,9492,SEM,8
01/02/2020,DO,9492,PRI,482
01/02/2020,DO,9492,ECO,226
01/02/2020,DO,9492,SEM,9
01/02/2020,FR,9492,PRI,564
01/02/2020,FR,9492,SEM,11
01/02/2020,FR,9492,ECO,205
01/02/2020,MI,9492,SEM,9
01/02/2020,MI,9492,ECO,237
01/02/2020,MI,9492,PRI,579
01/02/2020,MO,9492,PRI,310
01/02/2020,MO,9492,ECO,182
01/02/2020,MO,9492,SEM,7
01/02/2020,SA,9492,SEM,5
01/02/2020,SA,9492,ECO,4
01/02/2020,SA,9492,PRI,112
01/02/2020,DI,9493,PRI,430
01/02/2020,DI,9493,SEM,7
01/02/2020,DI,9493,ECO,192
01/02/2020,DO,9493,ECO,212
01/02/2020,DO,9493,SEM,4
01/02/2020,DO,9493,PRI,377
01/02/2020,FR,9493,ECO,236
01/02/2020,FR,9493,SEM,2
01/02/2020,FR,9493,PRI,385
01/02/2020,MI,9493,PRI,458
01/02/2020,MI,9493,SEM,3
01/02/2020,MI,9493,ECO,274
01/02/2020,MO,9493,PRI,188
01/02/2020,MO,9493,ECO,200
01/02/2020,SA,9493,ECO,5
01/02/2020,SA,9493,PRI,154
01/02/2020,SA,9493,SEM,19
01/02/2020,DI,9494,ECO,493
01/02/2020,DI,9494,PRI,1486
01/02/2020,DI,9494,SEM,25
01/02/2020,DO,9494,SEM,35
01/02/2020,DO,9494,ECO,643
01/02/2020,DO,9494,PRI,1419
01/02/2020,FR,9494,ECO,538
01/02/2020,FR,9494,SEM,42
01/02/2020,FR,9494,PRI,1386
01/02/2020,MI,9494,SEM,47
01/02/2020,MI,9494,ECO,643
01/02/2020,MI,9494,PRI,1557
01/02/2020,MO,9494,PRI,943
01/02/2020,MO,9494,ECO,544
01/02/2020,MO,9494,SEM,16
01/02/2020,SA,9494,SEM,24
01/02/2020,SA,9494,ECO,18
01/02/2020,SA,9494,PRI,230
01/02/2020,DI,9495,PRI,981
01/02/2020,DI,9495,ECO,566
01/02/2020,DI,9495,SEM,48
01/02/2020,DO,9495,ECO,605
01/02/2020,DO,9495,SEM,35
01/02/2020,DO,9495,PRI,887
01/02/2020,FR,9495,SEM,31
01/02/2020,FR,9495,ECO,564
01/02/2020,FR,9495,PRI,786
01/02/2020,MI,9495,SEM,37
01/02/2020,MI,9495,PRI,927
01/02/2020,MI,9495,ECO,623
01/02/2020,MO,9495,SEM,5
01/02/2020,MO,9495,ECO,508
01/02/2020,MO,9495,PRI,465
01/02/2020,SA,9495,PRI,250
01/02/2020,SA,9495,ECO,12
01/02/2020,SA,9495,SEM,36
01/02/2020,DI,9496,ECO,374
01/02/2020,DI,9496,SEM,44
01/02/2020,DI,9496,PRI,1006
01/02/2020,DO,9496,SEM,42
01/02/2020,DO,9496,ECO,448
01/02/2020,DO,9496,PRI,817
01/02/2020,FR,9496,SEM,45
01/02/2020,FR,9496,PRI,835
01/02/2020,FR,9496,ECO,449
01/02/2020,MI,9496,SEM,51
01/02/2020,MI,9496,PRI,930
01/02/2020,MI,9496,ECO,506
01/02/2020,MO,9496,PRI,515
01/02/2020,MO,9496,ECO,394
01/02/2020,MO,9496,SEM,30
01/02/2020,SA,9496,ECO,4
01/02/2020,SA,9496,SEM,17
01/02/2020,SA,9496,PRI,249
01/02/2020,DI,9497,ECO,178
01/02/2020,DI,9497,PRI,407
01/02/2020,DI,9497,SEM,4
01/02/2020,DO,9497,SEM,7
01/02/2020,DO,9497,ECO,243
01/02/2020,DO,9497,PRI,327
01/02/2020,FR,9497,SEM,4
01/02/2020,FR,9497,PRI,352
01/02/2020,FR,9497,ECO,231
01/02/2020,MI,9497,PRI,384
01/02/2020,MI,9497,ECO,262
01/02/2020,MI,9497,SEM,15
01/02/2020,MO,9497,PRI,202
01/02/2020,MO,9497,ECO,200
01/02/2020,SA,9497,SEM,4
01/02/2020,SA,9497,PRI,143
01/02/2020,SA,9497,ECO,7
01/02/2020,DI,9498,ECO,34
01/02/2020,DI,9498,PRI,51
01/02/2020,DO,9498,ECO,39
01/02/2020,DO,9498,PRI,39
01/02/2020,FR,9498,PRI,40
01/02/2020,FR,9498,ECO,38
01/02/2020,FR,9498,SEM,3
01/02/2020,MI,9498,PRI,44
01/02/2020,MI,9498,ECO,34
01/02/2020,MO,9498,ECO,40
01/02/2020,MO,9498,PRI,20
01/02/2020,SA,9498,PRI,16
01/02/2020,DI,9500,ECO,1484
01/02/2020,DI,9500,SEM,63
01/02/2020,DI,9500,PRI,3837
01/02/2020,DO,9500,ECO,1588
01/02/2020,DO,9500,PRI,3209
01/02/2020,DO,9500,SEM,50
01/02/2020,FR,9500,ECO,1631
01/02/2020,FR,9500,SEM,70
01/02/2020,FR,9500,PRI,3106
01/02/2020,MI,9500,PRI,3527
01/02/2020,MI,9500,SEM,57
01/02/2020,MI,9500,ECO,1872
01/02/2020,MO,9500,ECO,1406
01/02/2020,MO,9500,PRI,2038
01/02/2020,MO,9500,SEM,18
01/02/2020,SA,9500,SEM,59
01/02/2020,SA,9500,ECO,33
01/02/2020,SA,9500,PRI,914
01/02/2020,SO,9500,ECO,7
01/02/2020,SO,9500,PRI,15
01/02/2020,DI,9501,PRI,6
01/02/2020,DI,9501,ECO,6
01/02/2020,DO,9501,PRI,8
01/02/2020,DO,9501,ECO,5
01/02/2020,FR,9501,ECO,1
01/02/2020,MI,9501,PRI,6
01/02/2020,MO,9501,ECO,2
01/02/2020,MO,9501,PRI,7
01/02/2020,DI,9502,ECO,61
01/02/2020,DI,9502,SEM,1
01/02/2020,DI,9502,PRI,119
01/02/2020,DO,9502,PRI,96
01/02/2020,DO,9502,ECO,74
01/02/2020,FR,9502,PRI,109
01/02/2020,FR,9502,ECO,77
01/02/2020,FR,9502,SEM,2
01/02/2020,MI,9502,PRI,96
01/02/2020,MI,9502,ECO,79
01/02/2020,MO,9502,PRI,43
01/02/2020,MO,9502,ECO,71
01/02/2020,SA,9502,PRI,40
01/02/2020,SA,9502,SEM,10
01/02/2020,DI,9503,PRI,26
01/02/2020,DI,9503,ECO,17
01/02/2020,DO,9503,PRI,30
01/02/2020,DO,9503,ECO,22
01/02/2020,FR,9503,PRI,22
01/02/2020,FR,9503,ECO,34
01/02/2020,MI,9503,ECO,25
01/02/2020,MI,9503,PRI,22
01/02/2020,MI,9503,SEM,1
01/02/2020,MO,9503,PRI,14
01/02/2020,MO,9503,ECO,17
01/02/2020,SA,9503,PRI,9
01/02/2020,DI,9504,ECO,28
01/02/2020,DI,9504,PRI,66
01/02/2020,DO,9504,PRI,60
01/02/2020,DO,9504,SEM,1
01/02/2020,DO,9504,ECO,23
01/02/2020,FR,9504,SEM,1
01/02/2020,FR,9504,ECO,29
01/02/2020,FR,9504,PRI,81
01/02/2020,MI,9504,ECO,33
01/02/2020,MI,9504,PRI,57
01/02/2020,MO,9504,ECO,34
01/02/2020,MO,9504,PRI,48
01/02/2020,SA,9504,SEM,2
01/02/2020,SA,9504,PRI,6
01/02/2020,DI,9506,SEM,2
01/02/2020,DI,9506,PRI,136
01/02/2020,DI,9506,ECO,69
01/02/2020,DO,9506,SEM,2
01/02/2020,DO,9506,ECO,63
01/02/2020,DO,9506,PRI,87
01/02/2020,FR,9506,ECO,86
01/02/2020,FR,9506,SEM,3
01/02/2020,FR,9506,PRI,98
01/02/2020,MI,9506,PRI,119
01/02/2020,MI,9506,ECO,81
01/02/2020,MO,9506,PRI,64
01/02/2020,MO,9506,ECO,69
01/02/2020,SA,9506,SEM,4
01/02/2020,SA,9506,PRI,25
01/02/2020,DI,9507,ECO,81
01/02/2020,DI,9507,PRI,157
01/02/2020,DO,9507,PRI,122
01/02/2020,DO,9507,ECO,94
01/02/2020,FR,9507,PRI,132
01/02/2020,FR,9507,ECO,86
01/02/2020,FR,9507,SEM,3
01/02/2020,MI,9507,PRI,149
01/02/2020,MI,9507,ECO,107
01/02/2020,MO,9507,ECO,74
01/02/2020,MO,9507,PRI,55
01/02/2020,SA,9507,PRI,37
01/02/2020,SA,9507,SEM,2
01/02/2020,DI,9508,PRI,53
01/02/2020,DI,9508,ECO,36
01/02/2020,DO,9508,ECO,33
01/02/2020,DO,9508,PRI,41
01/02/2020,FR,9508,ECO,42
01/02/2020,FR,9508,PRI,42
01/02/2020,MI,9508,ECO,37
01/02/2020,MI,9508,PRI,39
01/02/2020,MO,9508,ECO,37
01/02/2020,MO,9508,PRI,23
01/02/2020,SA,9508,PRI,23
01/02/2020,SA,9508,ECO,1
01/02/2020,DI,9512,ECO,98
01/02/2020,DI,9512,PRI,209
01/02/2020,DI,9512,SEM,2
01/02/2020,DO,9512,PRI,179
01/02/2020,DO,9512,SEM,2
01/02/2020,DO,9512,ECO,103
01/02/2020,FR,9512,ECO,105
01/02/2020,FR,9512,PRI,155
01/02/2020,FR,9512,SEM,4
01/02/2020,MI,9512,ECO,127
01/02/2020,MI,9512,PRI,170
01/02/2020,MI,9512,SEM,1
01/02/2020,MO,9512,PRI,89
01/02/2020,MO,9512,ECO,96
01/02/2020,SA,9512,PRI,75
01/02/2020,SA,9512,ECO,4
01/02/2020,SA,9512,SEM,2
01/02/2020,DI,9514,ECO,50
01/02/2020,DI,9514,PRI,70
01/02/2020,DO,9514,PRI,69
01/02/2020,DO,9514,ECO,76
01/02/2020,DO,9514,SEM,1
01/02/2020,FR,9514,PRI,81
01/02/2020,FR,9514,ECO,54
01/02/2020,FR,9514,SEM,1
01/02/2020,MI,9514,PRI,67
01/02/2020,MI,9514,ECO,59
01/02/2020,MO,9514,PRI,36
01/02/2020,MO,9514,ECO,49
01/02/2020,SA,9514,ECO,2
01/02/2020,SA,9514,PRI,29
01/02/2020,DI,9515,PRI,44
01/02/2020,DI,9515,ECO,33
01/02/2020,DO,9515,PRI,38
01/02/2020,DO,9515,ECO,38
01/02/2020,FR,9515,PRI,35
01/02/2020,FR,9515,ECO,31
01/02/2020,MI,9515,PRI,44
01/02/2020,MI,9515,ECO,43
01/02/2020,MO,9515,ECO,28
01/02/2020,MO,9515,SEM,1
01/02/2020,MO,9515,PRI,20
01/02/2020,SA,9515,ECO,1
01/02/2020,SA,9515,PRI,17
01/02/2020,DI,9517,PRI,69
01/02/2020,DI,9517,SEM,1
01/02/2020,DI,9517,ECO,47
01/02/2020,DO,9517,ECO,80
01/02/2020,DO,9517,PRI,67
01/02/2020,FR,9517,PRI,72
01/02/2020,FR,9517,ECO,57
01/02/2020,FR,9517,SEM,1
01/02/2020,MI,9517,PRI,93
01/02/2020,MI,9517,ECO,73
01/02/2020,MO,9517,PRI,34
01/02/2020,MO,9517,ECO,68
01/02/2020,SA,9517,PRI,17
01/02/2020,DI,9523,ECO,118
01/02/2020,DI,9523,SEM,2
01/02/2020,DI,9523,PRI,259
01/02/2020,DO,9523,PRI,172
01/02/2020,DO,9523,ECO,100
01/02/2020,DO,9523,SEM,2
01/02/2020,FR,9523,SEM,4
01/02/2020,FR,9523,ECO,125
01/02/2020,FR,9523,PRI,180
01/02/2020,MI,9523,PRI,194
01/02/2020,MI,9523,ECO,141
01/02/2020,MI,9523,SEM,7
01/02/2020,MO,9523,PRI,111
01/02/2020,MO,9523,ECO,108
01/02/2020,SA,9523,SEM,2
01/02/2020,SA,9523,ECO,1
01/02/2020,SA,9523,PRI,44
01/02/2020,DI,9524,PRI,658
01/02/2020,DI,9524,ECO,299
01/02/2020,DI,9524,SEM,6
01/02/2020,DO,9524,ECO,329
01/02/2020,DO,9524,SEM,6
01/02/2020,DO,9524,PRI,572
01/02/2020,FR,9524,SEM,8
01/02/2020,FR,9524,PRI,606
01/02/2020,FR,9524,ECO,350
01/02/2020,MI,9524,ECO,342
01/02/2020,MI,9524,PRI,668
01/02/2020,MI,9524,SEM,6
01/02/2020,MO,9524,ECO,288
01/02/2020,MO,9524,PRI,345
01/02/2020,MO,9524,SEM,2
01/02/2020,SA,9524,PRI,191
01/02/2020,SA,9524,SEM,7
01/02/2020,SA,9524,ECO,3
01/02/2020,DI,9525,ECO,47
01/02/2020,DI,9525,SEM,1
01/02/2020,DI,9525,PRI,117
01/02/2020,DO,9525,ECO,59
01/02/2020,DO,9525,PRI,75
01/02/2020,DO,9525,SEM,2
01/02/2020,FR,9525,PRI,80
01/02/2020,FR,9525,SEM,1
01/02/2020,FR,9525,ECO,48
01/02/2020,MI,9525,ECO,68
01/02/2020,MI,9525,PRI,104
01/02/2020,MO,9525,ECO,59
01/02/2020,MO,9525,SEM,1
01/02/2020,MO,9525,PRI,51
01/02/2020,SA,9525,SEM,2
01/02/2020,SA,9525,ECO,4
01/02/2020,SA,9525,PRI,39
01/02/2020,DI,9526,ECO,93
01/02/2020,DI,9526,PRI,159
01/02/2020,DO,9526,ECO,100
01/02/2020,DO,9526,PRI,153
01/02/2020,DO,9526,SEM,1
01/02/2020,FR,9526,PRI,117
01/02/2020,FR,9526,ECO,100
01/02/2020,FR,9526,SEM,4
01/02/2020,MI,9526,ECO,108
01/02/2020,MI,9526,PRI,149
01/02/2020,MO,9526,PRI,62
01/02/2020,MO,9526,ECO,82
01/02/2020,SA,9526,ECO,4
01/02/2020,SA,9526,SEM,4
01/02/2020,SA,9526,PRI,56
01/02/2020,DI,9527,SEM,2
01/02/2020,DI,9527,PRI,234
01/02/2020,DI,9527,ECO,74
01/02/2020,DO,9527,ECO,118
01/02/2020,DO,9527,SEM,2
01/02/2020,DO,9527,PRI,175
01/02/2020,FR,9527,ECO,114
01/02/2020,FR,9527,PRI,173
01/02/2020,FR,9527,SEM,3
01/02/2020,MI,9527,ECO,104
01/02/2020,MI,9527,PRI,174
01/02/2020,MI,9527,SEM,2
01/02/2020,MO,9527,PRI,99
01/02/2020,MO,9527,ECO,82
01/02/2020,SA,9527,ECO,7
01/02/2020,SA,9527,SEM,1
01/02/2020,SA,9527,PRI,69
01/02/2020,DI,9532,ECO,214
01/02/2020,DI,9532,SEM,5
01/02/2020,DI,9532,PRI,504
01/02/2020,DO,9532,SEM,4
01/02/2020,DO,9532,ECO,276
01/02/2020,DO,9532,PRI,410
01/02/2020,FR,9532,SEM,5
01/02/2020,FR,9532,PRI,407
01/02/2020,FR,9532,ECO,257
01/02/2020,MI,9532,ECO,288
01/02/2020,MI,9532,PRI,481
01/02/2020,MI,9532,SEM,4
01/02/2020,MO,9532,ECO,241
01/02/2020,MO,9532,PRI,251
01/02/2020,MO,9532,SEM,6
01/02/2020,SA,9532,SEM,15
01/02/2020,SA,9532,PRI,133
01/02/2020,SA,9532,ECO,11
01/02/2020,DI,9533,SEM,10
01/02/2020,DI,9533,PRI,531
01/02/2020,DI,9533,ECO,248
01/02/2020,DO,9533,SEM,6
01/02/2020,DO,9533,ECO,315
01/02/2020,DO,9533,PRI,442
01/02/2020,FR,9533,ECO,303
01/02/2020,FR,9533,SEM,1
01/02/2020,FR,9533,PRI,373
01/02/2020,MI,9533,ECO,332
01/02/2020,MI,9533,SEM,4
01/02/2020,MI,9533,PRI,473
01/02/2020,MO,9533,PRI,253
01/02/2020,MO,9533,ECO,244
01/02/2020,MO,9533,SEM,1
01/02/2020,SA,9533,SEM,10
01/02/2020,SA,9533,PRI,114
01/02/2020,SA,9533,ECO,10
01/02/2020,DI,9534,ECO,93
01/02/2020,DI,9534,PRI,151
01/02/2020,DI,9534,SEM,1
01/02/2020,DO,9534,ECO,95
01/02/2020,DO,9534,PRI,137
01/02/2020,DO,9534,SEM,2
01/02/2020,FR,9534,PRI,152
01/02/2020,FR,9534,SEM,1
01/02/2020,FR,9534,ECO,106
01/02/2020,MI,9534,PRI,150
01/02/2020,MI,9534,SEM,5
01/02/2020,MI,9534,ECO,98
01/02/2020,MO,9534,SEM,1
01/02/2020,MO,9534,ECO,93
01/02/2020,MO,9534,PRI,118
01/02/2020,SA,9534,PRI,21
01/02/2020,SA,9534,SEM,4
01/02/2020,DI,9535,PRI,380
01/02/2020,DI,9535,SEM,11
01/02/2020,DI,9535,ECO,157
01/02/2020,DO,9535,PRI,318
01/02/2020,DO,9535,ECO,200
01/02/2020,DO,9535,SEM,4
01/02/2020,FR,9535,SEM,4
01/02/2020,FR,9535,PRI,277
01/02/2020,FR,9535,ECO,202
01/02/2020,MI,9535,ECO,209
01/02/2020,MI,9535,PRI,351
01/02/2020,MI,9535,SEM,2
01/02/2020,MO,9535,ECO,197
01/02/2020,MO,9535,PRI,146
01/02/2020,MO,9535,SEM,2
01/02/2020,SA,9535,SEM,5
01/02/2020,SA,9535,ECO,5
01/02/2020,SA,9535,PRI,116
01/02/2020,DI,9536,ECO,185
01/02/2020,DI,9536,SEM,9
01/02/2020,DI,9536,PRI,410
01/02/2020,DO,9536,ECO,192
01/02/2020,DO,9536,SEM,21
01/02/2020,DO,9536,PRI,348
01/02/2020,FR,9536,ECO,189
01/02/2020,FR,9536,SEM,13
01/02/2020,FR,9536,PRI,339
01/02/2020,MI,9536,SEM,13
01/02/2020,MI,9536,ECO,201
01/02/2020,MI,9536,PRI,361
01/02/2020,MO,9536,PRI,194
01/02/2020,MO,9536,SEM,2
01/02/2020,MO,9536,ECO,176
01/02/2020,SA,9536,ECO,3
01/02/2020,SA,9536,PRI,81
01/02/2020,SA,9536,SEM,6
01/02/2020,DI,9542,ECO,392
01/02/2020,DI,9542,SEM,9
01/02/2020,DI,9542,PRI,977
01/02/2020,DO,9542,SEM,7
01/02/2020,DO,9542,ECO,453
01/02/2020,DO,9542,PRI,732
01/02/2020,FR,9542,PRI,730
01/02/2020,FR,9542,SEM,9
01/02/2020,FR,9542,ECO,452
01/02/2020,MI,9542,SEM,5
01/02/2020,MI,9542,ECO,511
01/02/2020,MI,9542,PRI,774
01/02/2020,MO,9542,ECO,393
01/02/2020,MO,9542,PRI,427
01/02/2020,MO,9542,SEM,1
01/02/2020,SA,9542,ECO,9
01/02/2020,SA,9542,SEM,3
01/02/2020,SA,9542,PRI,219
01/02/2020,DI,9543,ECO,74
01/02/2020,DI,9543,SEM,6
01/02/2020,DI,9543,PRI,169
01/02/2020,DO,9543,PRI,149
01/02/2020,DO,9543,ECO,92
01/02/2020,DO,9543,SEM,1
01/02/2020,FR,9543,PRI,118
01/02/2020,FR,9543,SEM,2
01/02/2020,FR,9543,ECO,75
01/02/2020,MI,9543,ECO,82
01/02/2020,MI,9543,SEM,3
01/02/2020,MI,9543,PRI,169
01/02/2020,MO,9543,ECO,60
01/02/2020,MO,9543,SEM,1
01/02/2020,MO,9543,PRI,90
01/02/2020,SA,9543,ECO,2
01/02/2020,SA,9543,PRI,42
01/02/2020,SA,9543,SEM,3
01/02/2020,DI,9545,ECO,322
01/02/2020,DI,9545,PRI,799
01/02/2020,DI,9545,SEM,22
01/02/2020,DO,9545,ECO,406
01/02/2020,DO,9545,SEM,24
01/02/2020,DO,9545,PRI,683
01/02/2020,FR,9545,PRI,664
01/02/2020,FR,9545,SEM,32
01/02/2020,FR,9545,ECO,384
01/02/2020,MI,9545,ECO,428
01/02/2020,MI,9545,PRI,708
01/02/2020,MI,9545,SEM,22
01/02/2020,MO,9545,ECO,350
01/02/2020,MO,9545,SEM,2
01/02/2020,MO,9545,PRI,422
01/02/2020,SA,9545,SEM,34
01/02/2020,SA,9545,ECO,5
01/02/2020,SA,9545,PRI,184
01/02/2020,DI,9546,ECO,48
01/02/2020,DI,9546,PRI,83
01/02/2020,DO,9546,PRI,72
01/02/2020,DO,9546,ECO,54
01/02/2020,FR,9546,ECO,47
01/02/2020,FR,9546,PRI,48
01/02/2020,MI,9546,PRI,72
01/02/2020,MI,9546,ECO,58
01/02/2020,MO,9546,ECO,52
01/02/2020,MO,9546,PRI,56
01/02/2020,SA,9546,PRI,19
01/02/2020,SA,9546,SEM,3
01/02/2020,DI,9547,ECO,40
01/02/2020,DI,9547,PRI,53
01/02/2020,DO,9547,PRI,55
01/02/2020,DO,9547,ECO,44
01/02/2020,DO,9547,SEM,1
01/02/2020,FR,9547,PRI,45
01/02/2020,FR,9547,ECO,48
01/02/2020,MI,9547,PRI,67
01/02/2020,MI,9547,SEM,1
01/02/2020,MI,9547,ECO,32
01/02/2020,MO,9547,PRI,25
01/02/2020,MO,9547,ECO,49
01/02/2020,SA,9547,PRI,13
01/02/2020,SA,9547,SEM,2
01/02/2020,DI,9548,SEM,7
01/02/2020,DI,9548,PRI,470
01/02/2020,DI,9548,ECO,231
01/02/2020,DO,9548,ECO,256
01/02/2020,DO,9548,PRI,427
01/02/2020,DO,9548,SEM,10
01/02/2020,FR,9548,PRI,395
01/02/2020,FR,9548,ECO,232
01/02/2020,FR,9548,SEM,15
01/02/2020,MI,9548,SEM,8
01/02/2020,MI,9548,ECO,263
01/02/2020,MI,9548,PRI,453
01/02/2020,MO,9548,ECO,188
01/02/2020,MO,9548,PRI,221
01/02/2020,SA,9548,PRI,122
01/02/2020,SA,9548,ECO,1
01/02/2020,SA,9548,SEM,8
01/02/2020,DI,9552,SEM,15
01/02/2020,DI,9552,ECO,224
01/02/2020,DI,9552,PRI,645
01/02/2020,DO,9552,SEM,19
01/02/2020,DO,9552,PRI,555
01/02/2020,DO,9552,ECO,291
01/02/2020,FR,9552,PRI,494
01/02/2020,FR,9552,SEM,12
01/02/2020,FR,9552,ECO,244
01/02/2020,MI,9552,PRI,566
01/02/2020,MI,9552,ECO,276
01/02/2020,MI,9552,SEM,19
01/02/2020,MO,9552,SEM,3
01/02/2020,MO,9552,PRI,333
01/02/2020,MO,9552,ECO,218
01/02/2020,SA,9552,ECO,4
01/02/2020,SA,9552,SEM,26
01/02/2020,SA,9552,PRI,137
01/02/2020,SO,9552,ECO,1
01/02/2020,SO,9552,PRI,2
01/02/2020,DI,9553,PRI,179
01/02/2020,DI,9553,ECO,81
01/02/2020,DI,9553,SEM,1
01/02/2020,DO,9553,PRI,137
01/02/2020,DO,9553,ECO,89
01/02/2020,FR,9553,ECO,88
01/02/2020,FR,9553,SEM,1
01/02/2020,FR,9553,PRI,135
01/02/2020,MI,9553,ECO,84
01/02/2020,MI,9553,PRI,150
01/02/2020,MO,9553,PRI,70
01/02/2020,MO,9553,ECO,95
01/02/2020,SA,9553,ECO,3
01/02/2020,SA,9553,PRI,37
01/02/2020,DI,9554,ECO,64
01/02/2020,DI,9554,PRI,107
01/02/2020,DI,9554,SEM,1
01/02/2020,DO,9554,PRI,105
01/02/2020,DO,9554,ECO,57
01/02/2020,DO,9554,SEM,1
01/02/2020,FR,9554,ECO,54
01/02/2020,FR,9554,PRI,80
01/02/2020,MI,9554,PRI,80
01/02/2020,MI,9554,ECO,74
01/02/2020,MO,9554,ECO,65
01/02/2020,MO,9554,PRI,43
01/02/2020,SA,9554,PRI,38
01/02/2020,SA,9554,ECO,2
01/02/2020,SA,9554,SEM,1
01/02/2020,DI,9555,ECO,71
01/02/2020,DI,9555,SEM,1
01/02/2020,DI,9555,PRI,169
01/02/2020,DO,9555,SEM,6
01/02/2020,DO,9555,ECO,102
01/02/2020,DO,9555,PRI,174
01/02/2020,FR,9555,PRI,139
01/02/2020,FR,9555,SEM,3
01/02/2020,FR,9555,ECO,89
01/02/2020,MI,9555,PRI,151
