BFS_NR,GEBIET_NAME,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981
3313,Kaltbrunn,3.7,3.5,3.6,3.6,3.5,3.3,3.1,3.1,3.1,3.1,2.8,2.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3315,Schänis,4.,3.9,4.1,4.2,4.,3.7,3.6,3.6,3.5,3.5,3.5,3.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3316,Weesen,6.6,6.9,6.6,6.4,6.4,6.2,6.3,6.3,6.2,5.6,5.5,5.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3338,Schmerikon,5.6,5.4,5.3,5.,4.4,4.4,4.1,3.9,4.1,4.1,3.8,3.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3339,Uznach,5.,5.,4.6,4.4,4.4,4.6,4.8,4.5,4.1,3.9,3.9,3.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3340,Rapperswil-Jona,6.3,6.2,6.,5.8,5.4,5.3,5.1,5.,4.7,4.6,4.5,4.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3341,Gommiswald,4.7,5.1,5.,5.,4.9,4.7,4.5,4.2,4.1,4.1,3.9,3.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3342,Eschenbach (SG),4.6,4.5,4.5,4.4,4.3,4.1,4.,3.9,3.7,3.5,3.5,3.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3352,Ebnat-Kappel,6.9,6.9,6.8,6.6,6.5,6.3,6.5,6.6,6.3,6.6,6.6,6.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3359,Wildhaus-Alt St. Johann,6.3,6.,6.3,6.3,6.2,5.9,5.9,5.8,5.7,5.4,5.3,5.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3360,Nesslau,6.9,6.7,6.9,6.7,6.6,6.3,6.3,6.2,6.3,6.4,6.,6.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3372,Hemberg,4.2,4.3,4.3,3.9,4.,4.2,4.7,5.2,5.1,4.5,5.4,6.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3374,Lichtensteig,5.5,5.8,5.8,5.7,5.7,5.4,5.5,5.2,5.,5.,5.,5.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3375,Oberhelfenschwil,4.9,5.2,5.2,4.8,4.2,4.2,4.5,4.5,4.2,4.1,4.3,4.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3378,Neckertal,4.2,3.9,4.1,3.9,3.8,3.9,4.1,4.,4.,4.,4.1,4.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3379,Wattwil,6.7,6.7,6.9,6.6,6.5,6.3,6.2,6.1,5.9,5.7,5.6,5.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3392,Kirchberg (SG),4.5,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4.,4.1,4.1,4.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3393,Lütisburg,3.4,3.,3.1,2.8,2.9,3.1,3.3,3.1,2.8,3.2,3.4,3.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3394,Mosnang,5.2,5.2,5.5,5.3,5.3,5.3,5.5,5.1,5.1,5.,4.5,3.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3395,Bütschwil-Ganterschwil,5.,5.1,5.,5.1,4.9,5.,5.1,5.6,5.6,5.4,5.2,5.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3401,Degersheim,5.7,5.6,5.7,5.5,5.6,5.5,5.4,5.1,4.9,5.,4.8,4.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3402,Flawil,5.2,5.1,5.1,5.,4.8,4.8,4.7,4.4,4.3,4.4,4.3,4.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3405,Jonschwil,3.,2.7,2.5,2.5,2.2,2.1,2.1,2.1,2.3,2.,1.8,1.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3407,Oberuzwil,5.4,5.1,5.1,4.8,4.8,4.6,4.4,4.4,4.4,4.5,4.4,4.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3408,Uzwil,5.,4.7,4.7,4.7,4.6,4.4,4.2,4.2,4.,4.,3.9,3.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3422,Niederbüren,3.2,3.2,3.3,2.8,2.7,2.9,3.,3.,3.,3.2,3.1,2.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3423,Niederhelfenschwil,3.3,3.3,3.5,3.8,3.7,3.7,3.6,3.4,3.2,3.1,3.1,3.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3424,Oberbüren,3.3,3.4,3.3,3.1,3.2,3.1,3.,2.9,3.,3.,2.9,2.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3426,Zuzwil (SG),3.8,3.4,3.1,2.9,2.8,2.7,2.6,2.5,2.3,2.4,2.2,2.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3427,Wil (SG),5.7,5.7,5.7,5.6,5.4,5.3,5.1,5.,4.8,4.7,4.6,4.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3441,Andwil (SG),3.8,3.9,3.9,4.,4.,4.,3.8,3.8,3.4,3.6,3.9,3.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3442,Gaiserwald,5.6,5.3,5.1,4.9,4.8,4.4,4.2,4.2,3.9,3.8,3.4,3.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3443,Gossau (SG),5.4,5.2,5.2,5.1,5.,4.9,4.8,4.7,4.5,4.5,4.3,4.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3444,Waldkirch,4.9,4.6,4.7,4.6,4.5,4.1,4.,4.,3.8,3.7,3.6,4.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
