BFS_NR,GEBIET_NAME,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981
3211,Berg (SG),6.2,5.1,6.2,5.6,5.1,5.3,6.2,7.1,6.1,7.3,7.,7.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3212,Eggersriet,6.5,5.2,5.8,5.7,5.6,5.5,5.5,5.6,5.,5.5,5.8,5.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3213,Goldach,4.7,4.8,5.,5.,5.2,5.2,5.4,5.5,5.4,5.7,5.6,5.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3214,Mörschwil,5.7,5.6,5.9,6.5,6.4,6.7,6.7,7.1,6.8,6.7,6.5,6.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3215,Rorschach,4.8,4.8,4.7,4.8,4.7,4.7,4.7,4.4,4.6,4.6,4.9,5.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3216,Rorschacherberg,4.1,4.2,4.,4.3,4.6,5.,5.2,5.5,5.9,6.2,6.6,6.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3217,Steinach,4.6,4.4,4.7,5.1,5.6,6.1,5.9,6.1,6.,6.2,6.,6.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3218,Tübach,4.1,4.6,5.2,5.2,5.7,6.3,5.1,4.4,4.7,4.4,4.6,4.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3219,Untereggen,5.3,5.6,6.4,7.5,8.4,9.1,9.9,9.7,10.2,8.9,8.4,8.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3231,Au (SG),4.6,4.8,5.1,5.1,5.2,5.6,5.8,5.5,5.5,5.8,5.7,5.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3232,Balgach,4.3,4.1,4.4,4.5,5.,5.1,5.6,5.5,5.5,5.8,5.9,6.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3233,Berneck,4.9,4.9,5.1,5.1,5.7,5.4,5.2,4.8,5.3,5.2,6.3,6.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3234,Diepoldsau,5.5,5.7,6.1,6.1,6.4,6.3,6.2,6.5,6.4,6.2,6.2,6.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3235,Rheineck,4.7,4.7,4.9,5.,5.5,5.3,6.,6.1,6.2,6.1,6.4,6.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3236,St.Margrethen,4.4,4.6,4.6,4.8,5.5,5.8,5.8,5.9,6.2,6.,6.4,6.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3237,Thal,4.8,5.3,5.8,5.9,6.5,5.8,6.,6.,6.4,6.6,6.7,6.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3238,Widnau,5.4,5.2,5.6,5.8,5.8,5.9,6.1,6.1,6.1,6.2,6.5,6.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3251,Altstätten,5.5,5.5,5.6,5.6,5.7,5.8,5.7,5.9,6.5,6.5,6.6,6.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3252,Eichberg,5.6,5.4,5.6,5.7,6.,5.9,6.4,6.8,6.8,7.2,7.8,8.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3253,Marbach (SG),5.9,5.8,6.1,6.7,6.9,6.8,6.7,7.3,7.2,7.3,7.7,7.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3254,Oberriet (SG),5.3,5.6,5.6,6.1,6.5,6.6,6.8,6.9,6.8,6.6,6.7,6.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3255,Rebstein,5.,5.6,5.7,5.7,5.9,5.8,5.8,5.5,5.8,5.9,6.7,7.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3256,Rüthi (SG),4.6,4.5,4.6,4.5,5.,5.1,5.5,5.3,6.3,6.9,7.4,7.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3271,Buchs (SG),4.4,4.2,4.2,4.4,4.4,4.4,4.5,4.7,4.8,5.,5.6,5.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3272,Gams,4.7,5.1,5.9,5.9,6.1,6.7,6.8,6.9,7.1,7.2,6.8,7.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3273,Grabs,5.,5.3,5.4,5.5,5.9,5.9,6.3,6.4,6.5,6.5,6.7,6.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3274,Sennwald,4.1,4.3,4.5,4.4,4.6,4.7,5.1,5.1,5.4,5.8,5.9,6.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3275,Sevelen,4.9,4.7,4.9,5.,5.1,5.5,6.,5.9,6.2,6.1,6.3,6.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3276,Wartau,5.7,5.9,6.2,6.,6.2,5.8,5.9,6.,6.2,6.4,6.7,6.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3291,Bad Ragaz,3.7,3.8,3.8,4.2,4.4,4.7,4.7,4.9,4.8,4.8,5.3,5.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3292,Flums,4.3,4.6,4.9,5.2,5.5,6.4,6.4,7.,7.2,7.8,8.,8.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3293,Mels,5.4,5.4,5.5,5.6,5.7,5.8,6.,5.8,5.9,6.1,6.2,6.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3294,Pfäfers,5.,5.2,5.,5.6,6.,7.,7.1,7.3,7.6,7.8,7.4,8.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3295,Quarten,3.8,4.1,4.5,5.,5.1,5.3,5.,5.5,5.7,5.7,5.9,6.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3296,Sargans,4.9,4.8,4.7,4.8,4.7,5.2,5.,5.2,5.2,5.1,5.4,5.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3297,Vilters-Wangs,5.9,6.1,6.1,6.,6.2,6.1,6.2,6.1,6.5,6.6,6.8,7.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3298,Walenstadt,4.6,4.5,4.7,4.8,4.9,5.3,5.2,5.3,5.2,5.3,5.8,6.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3311,Amden,4.1,3.6,4.,4.,4.1,4.4,4.6,5.,5.2,6.5,7.,7.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3312,Benken (SG),6.3,5.9,5.8,5.5,5.1,5.5,5.4,5.8,6.5,6.7,6.6,7.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3313,Kaltbrunn,5.4,5.6,5.6,6.,6.,5.8,6.2,6.5,6.3,6.4,6.8,7.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3315,Schänis,4.8,4.8,5.,4.8,5.2,5.3,5.4,5.7,6.6,7.2,7.9,8.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3316,Weesen,5.3,6.,5.9,5.2,5.2,5.3,6.,6.2,5.7,5.8,5.5,5.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3338,Schmerikon,4.8,4.7,4.4,4.8,5.,5.3,5.6,5.7,6.1,6.5,6.3,5.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3339,Uznach,5.8,5.9,6.1,6.2,6.4,6.4,6.6,6.5,6.6,6.7,6.8,7.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3340,Rapperswil-Jona,4.7,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,5.,5.1,5.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3341,Gommiswald,5.3,5.6,5.7,6.3,6.6,7.,6.9,7.1,6.9,7.1,7.2,7.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3342,Eschenbach (SG),5.2,5.2,5.1,5.4,5.7,6.3,6.5,6.9,6.8,7.3,7.7,7.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3352,Ebnat-Kappel,5.4,5.2,4.9,5.,5.4,5.2,5.5,5.7,5.9,5.8,5.9,6.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3359,Wildhaus-Alt St. Johann,4.8,5.,5.1,5.2,5.3,5.4,5.2,5.,5.6,5.6,5.3,5.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3360,Nesslau,5.3,5.3,5.5,6.,5.8,6.6,6.8,6.8,6.9,7.6,8.,8.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3372,Hemberg,5.6,5.3,4.9,4.9,4.8,5.4,6.,5.8,8.,8.5,8.9,9.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3374,Lichtensteig,5.5,5.2,5.3,4.9,4.9,4.9,5.3,4.5,4.9,5.,5.6,6.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3375,Oberhelfenschwil,4.4,5.,5.4,5.7,7.3,8.,7.7,7.6,8.1,7.8,8.5,8.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3378,Neckertal,5.5,5.8,6.2,6.1,5.7,6.2,6.3,6.3,6.7,7.7,8.2,9.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3379,Wattwil,5.4,5.3,5.6,5.3,5.7,5.6,6.1,6.3,6.6,6.6,7.1,7.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3392,Kirchberg (SG),5.6,5.9,6.,6.1,6.1,6.1,6.3,6.4,6.4,6.8,7.5,7.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3393,Lütisburg,4.9,4.7,4.8,5.1,5.,5.1,5.9,6.,6.9,8.1,8.,8.2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3394,Mosnang,6.5,6.4,6.6,7.2,7.1,7.2,7.6,7.8,7.6,8.2,8.4,9.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3395,Bütschwil-Ganterschwil,5.1,5.,5.1,5.5,5.3,5.6,6.1,6.5,6.6,7.,7.2,7.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3401,Degersheim,5.9,5.6,5.5,5.3,5.6,6.,6.3,6.6,6.8,7.1,7.5,7.9,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3402,Flawil,5.3,5.5,5.5,5.8,5.9,5.9,6.,6.3,6.2,6.1,6.4,6.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3405,Jonschwil,5.6,5.7,6.2,6.5,6.7,6.8,6.7,6.5,6.6,6.7,7.,7.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3407,Oberuzwil,5.3,5.6,6.,6.1,6.4,6.2,6.4,6.1,6.4,6.8,6.8,6.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3408,Uzwil,5.,5.1,5.4,5.8,5.9,6.,6.,6.1,6.,6.3,6.7,6.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3422,Niederbüren,4.5,4.4,5.1,5.2,6.4,7.4,8.9,8.7,9.8,9.1,9.2,8.5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3423,Niederhelfenschwil,6.8,6.8,6.9,6.9,6.7,6.8,7.6,7.5,7.7,8.3,8.2,8.1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3424,Oberbüren,5.6,5.4,5.8,5.8,6.2,7.5,6.9,6.9,7.2,7.,7.5,8.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3426,Zuzwil (SG),5.3,5.2,5.8,5.7,6.3,6.5,7.1,7.,7.2,7.2,7.1,7.,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3427,Wil (SG),5.,5.,5.,5.,5.,5.1,5.1,5.,5.,5.2,5.3,5.6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3441,Andwil (SG),8.1,7.6,6.9,6.2,5.8,5.7,5.7,6.2,6.5,7.,7.5,7.7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3442,Gaiserwald,4.9,5.2,5.3,5.5,5.6,5.9,5.7,6.,6.2,6.1,6.1,6.4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3443,Gossau (SG),5.,4.9,5.1,5.1,5.2,5.3,5.6,5.7,5.9,6.1,6.2,6.3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
3444,Waldkirch,6.2,6.5,6.2,6.2,6.4,6.6,6.5,6.8,7.,7.6,7.8,7.8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
